lipid,transition,type,I1-1,I1-2,I1-3,I1-4,I7-1,I7-2,I7-3,I7-4,S1-1,S1-2,S1-3,S1-4,S7-1,S7-2,S7-3,S7-4,Blank
TAG(52:5)_FA 20:0,870.8 -> 541.8,TAG,5336.0603599554,5053.2603874201,24315.5414199799,3269.3202400199,4629.8003044149,5369.7804450992,5697.1404190052,5029.9403419516,4343.2803115851,4415.6403160083,5151.1803665143,5257.0203285220005,4073.9002914442,5138.1803932204,5381.3803596482,4696.7203636165,3383.96022415
TAG(52:5)_FA 20:4,870.8 -> 549.796,TAG,42966.3817901289,30485.882141103,68272.9656218258,16588.9810409583,30771.102317848,27431.021816261,28638.8416900626,26856.681564329,32993.702529887,33148.0231551937,37717.962966946,20026.6013793904,29656.502113337,35792.7423134118,25245.2823486279,21736.261718751,6045.7004394489
TAG(52:6)_FA 18:2,868.7 -> 571.7,TAG,10870.9807128892,9387.7606582589,11415.0007476783,5469.3204078714,7871.860568999,8751.9006423941,7803.0205078117,7716.3406448313,7922.9205322279,8607.9406204207,9558.120635981,7663.7005386357,8573.900592797,9596.4406890913,8767.680702207,9971.1806793253,4255.8603019712
TAG(52:6)_FA 20:0,868.7 -> 539.7,TAG,11732.900836944,9009.1007156403,40710.2639313122,4480.3203468324,7198.2004928593,6363.5405044549,15415.3812217676,6875.0604629535,8643.9005126941,8220.4405899046,8211.1005210814,6540.9404754664,6170.1204376236,8930.4606666563,7526.4805908217,8433.1405982997,3806.500305175
TAG(52:6)_FA 20:4,868.7 -> 547.7,TAG,17203.3813362131,12399.8408584605,24722.8217849744,8064.1804695126,14698.0611572226,11769.5608444185,12182.8407554603,13100.1609115565,10494.3006782493,14442.5010414128,14261.5209579436,11751.0807418866,13002.1208305374,16873.1014709401,12255.4609374985,12529.9208908067,5069.9803047212
TAG(54:0)_FA 18:2,908.9 -> 611.9,TAG,7131.6405677798,7504.1005630479,9536.6406021143,3891.7802696213,6870.5604972855,9214.80065918,8276.1205596933,7700.6606025699,6795.1604690532,7353.460529329,6197.3804702781,7026.2204437268,7118.8805427559,7045.7605438201,7160.000450133,8070.4005928036,3344.0402488716
TAG(54:0)_FA 20:0,908.9 -> 579.9,TAG,24782.061416622,22092.721679687,21342.0214309687,11147.7006645113,19725.241363524,21809.981597899,21260.881423947,22172.481582633,18476.3412628152,19329.081230161,19516.9612731981,19054.62147522,22875.9014587403,26337.882019039,17851.801376341,23236.681579585,16607.2013931223
TAG(54:0)_FA 20:4,908.9 -> 587.9,TAG,5151.1803626993,7531.5605468775,8342.9406623846,3962.8003158573,5854.5804252634,7635.32054901,6426.2603988628,6230.4604301468,5039.5803184508,6313.5804061895,5660.3604431153,5269.1003570575,5761.3604392991,6310.7205085745,5665.220367432,5660.0803565996,3496.5202598556
TAG(54:1)_FA 18:2,906.8 -> 609.8,TAG,11514.520927432,12299.94090271,15670.521163943,7532.1005325307,12843.800888063,13378.5608177195,11953.300819395,12411.960937501,11805.620796202,10062.1807365429,13195.4409523,12428.340820311,13528.8609504681,12369.620956415,11225.7808303836,13981.940978996,5835.0804138186
TAG(54:1)_FA 20:0,906.8 -> 577.8,TAG,19776.0614318807,27232.361618031,36927.74329376,13713.8208961537,25648.221786498,25721.562118532,25392.761795038,23535.0815658571,15202.3811798102,12439.4608268685,23028.0215225167,19165.2011108382,25907.6813430853,26539.701873776,22311.1013183523,25801.102172848,20611.561416636
TAG(54:1)_FA 20:4,906.8 -> 585.8,TAG,3972.5602798433,7445.7205352783,9063.8206100463,3148.8802413926,6699.4204864501,6788.8003959646,6241.7204284681,5795.4804573057,5667.5603637687,6336.3004035967,5742.5204162605,6313.1804580679,4780.5403518687,6911.3204574599,6482.5804672237,6023.720417026,3365.3802337629
TAG(54:2)_FA 18:2,904.8 -> 607.8,TAG,47543.442703246,50459.263305651,68201.764831577,23068.501655574,53216.403930672,49411.70349123,43534.523559558,43435.703552232,48985.5234527718,50573.50396727,50438.363037075,44135.682800278,68461.865020776,54098.143737805,45685.723144531,55315.063598631,17631.781379698
TAG(54:2)_FA 20:0,904.8 -> 575.8,TAG,6131.3403701781,12280.3407135086,18494.8617210298,7182.9206047117,12402.3810272156,11543.4608383261,12071.2607765189,10540.3205909714,8194.9604415865,6803.2404861454,11202.8207855233,10229.9808998105,12313.7409667926,13936.7409629826,10862.6608734163,10895.3207664523,4440.5602798446
TAG(54:2)_FA 20:4,904.8 -> 583.8,TAG,7065.0604629539,7406.7005424541,9345.2208099334,4257.4603462218,7499.4405059806,8405.000564576,7131.0205307006,7256.4405784609,6109.260414124,5975.1604804998,6666.3204154959,8212.7805480963,6470.6604461672,7491.7405624443,6735.6404838548,7582.5005531326,3517.5602569579
TAG(54:3)_FA 18:2,902.8 -> 605.8,TAG,40141.9627990476,44376.342620854,171401.907958969,30435.962463407,51887.162857084,48228.583175711,41387.522705072,42933.443054224,37385.4421501585,28188.962158195,46762.8232268872,30011.822357179,43358.382942132,57407.984558123,41688.143325782,35583.122558583,9321.4007186837
TAG(54:3)_FA 20:0,902.8 -> 573.8,TAG,5510.7004203813,9164.3806762648,10047.8808212276,5047.4403457681,7130.8404541025,8576.280639653,6944.5204429636,7980.4405441276,5244.1603698739,5510.0403633134,6784.5405235306,7733.0806274427,6142.2003173833,9394.1608123796,7642.7605705252,8940.8206329314,4303.3603363028
TAG(54:3)_FA 20:4,902.8 -> 581.8,TAG,9591.1206741253,11412.2008743273,13725.3411216789,6743.160469051,10890.1008453335,10735.7208633457,10293.6807098386,10676.400718680101,10014.7407302818,9692.0206985501,9421.4006957992,10696.1207275381,11921.320915223,11341.4007568353,10841.120704649,11261.740844729,5485.0003776591
TAG(54:4)_FA 18:2,900.8 -> 603.8,TAG,74345.6650543391,84079.78527837,358107.600341751,47613.8836136038,98148.3058777009,78634.12683101,83955.846160928,69585.284973179,60294.824157683,53225.844352768,48904.123245232,55822.364196823,86530.726119985,90215.5274964259,73546.48495485,66793.384429983,19206.7809753463
TAG(54:4)_FA 20:0,900.8 -> 571.8,TAG,5651.3804016114,5788.0403976446,6116.7604026794,3756.8002433791,5731.3003997799,5740.1204185483,6070.5804290776,5364.2603836095,5522.5003662098,4822.3403625475,6204.4604301464,5876.340389251,4590.3803482052,6511.9004859938,5594.3203964228,5987.740394592,3688.2002792358
TAG(54:4)_FA 20:4,900.8 -> 579.8,TAG,48760.543762199,51782.863220188,83568.844970649,25027.582031251,52837.703460711,51590.864318845,49979.623535151,47117.643524164,36504.1825676045,37774.562713598,38945.0825958162,38833.662536619,59330.303588851,59706.503845221,45484.283264168,48024.163574213,19972.3414001552
TAG(54:5)_FA 18:2,898.8 -> 601.8,TAG,28870.8022308356,36287.001937859,107219.447029177,21550.5013732902,36837.842864988,32987.602661134,33222.142028816,31334.782287597,27896.8017234735,20496.8214645416,24277.1816329959,26172.321975713,37100.0825347837,38090.142883248,32178.182556151,29169.582305914,10424.9009017939
TAG(54:5)_FA 20:0,898.8 -> 569.8,TAG,9319.2205276433,6849.2804603603,8115.9006042567,4672.8002586421,7117.1205825859,6790.480468751,8583.0405273447,7208.7205162013,5272.8403701788,4720.6403503426,5364.8003768902,7462.96048736,7471.7206420857,5968.7004928616,5984.0004158025,7606.4404830984,3671.9602203352
TAG(54:5)_FA 20:4,898.8 -> 577.8,TAG,95291.185730053,81759.165222224,199794.957275472,41975.1228560899,85586.005188010007,77158.526184061,66805.925170925,65898.963897636,35971.7826767016,36296.802902219,37020.322662358,44859.464202905,79221.906097427,88368.546676696,68259.245697043,55624.243102973,23902.3415069516
TAG(54:6)_FA 18:2,896.8 -> 599.8,TAG,26308.58180999,21726.381294256,37539.7822646651,13620.7008018394,21277.7617035,22106.6818389942,18682.0213317882,18963.121582032,19401.5013732998,13696.160881047,19621.8415946849,17216.3614425686,16675.5811462454,23228.441406252,19482.121444701,21554.581687929,6536.8605155909
TAG(54:6)_FA 20:0,896.8 -> 567.8,TAG,7923.1205558721,7369.36053467,8975.6606369101,4931.9203872673,6103.4204368586,7075.6004638666,7513.0205612154,6089.8603973409,5311.0603370651,7481.0605354298,5961.860420224,5307.4403953565,5738.8204612748,7547.9005813594,7282.0205459579,7294.0804977401,3845.4202728295
TAG(54:6)_FA 20:4,896.8 -> 575.8,TAG,36996.6231689778,31727.002044687,79710.0663566794,17914.7014541634,28519.542358409,28907.702339199,25486.201515202,25428.001811985,15217.741104123,15387.4810180628,15623.4413108798,19115.1415710502,28089.5621795674,34654.7019119916,28098.2418746943,24345.3212890621,6561.7404136683
TAG(54:7)_FA 18:2,894.8 -> 597.8,TAG,13099.3608818039,10939.5608329762,13675.9407691933,6448.4404525719,10966.8207664455,10711.880691525,9565.1406249947,8741.2207260145,8298.66054153,10277.1607208171,8941.5006866431,9336.5206451412,9610.6006431613,12501.3009757945,10217.140800477,11449.6607818544,4563.8603363024
TAG(54:7)_FA 20:0,894.8 -> 565.8,TAG,19376.761405942,13545.020935055,19144.4013748147,7070.0604629487,14248.501083367,12689.900894165,11927.0407562215,12243.000900273,11224.1608200072,11481.4007415798,11230.6608276391,13266.9409866313,13514.0411834715,17055.961425783,13023.4609603875,16142.681198129,7597.8405685448
TAG(54:7)_FA 20:4,894.8 -> 573.8,TAG,12819.8006935064,11856.1008148221,17479.0011444094,7393.7404708875,10987.8807144095,11643.7609405469,10345.0206146217,12316.980895993,6147.3404464706,10985.6608123736,8121.940654754,8635.4007110614,9399.7606468194,12890.4008255057,10354.3007125784,11417.9007720947,4509.5203552237
TAG(54:8)_FA 18:2,892.7 -> 595.7,TAG,14232.721122743,11436.0407257122,12660.3808212283,5836.7204284665,11740.7608261118,11706.24079132,11036.6607513465,10628.420730592,7567.5205078134,10865.4207687378,8279.7806472796,11633.2406387257,10758.1407585205,12056.1208496064,10618.7607383682,13080.400863641,5513.7004470818
TAG(54:8)_FA 20:0,892.7 -> 563.7,TAG,9469.6805725157,10548.3208236765,17485.4210739169,5286.580387115,10142.3207855312,9154.3605918845,8338.0805778528,8440.9005661,7403.7206268322,9434.9805717458,8446.1205482429,7837.7405014085,7136.2805213971,9339.9406394956,7870.440544123,8123.2605361973,4961.3603858962
TAG(54:8)_FA 20:4,892.7 -> 571.7,TAG,9175.1605262677,8790.4605560288,9282.1006736763,4519.1402626039,6616.2804718013,7398.1205673162,6866.4405212374,6566.4805221549,4755.8203544609,8286.3005943272,7614.4204940843,7168.5405006418,5818.7603836051,8965.8006668057,7546.8205184945,6734.7404556265,3537.7802734387
TAG(56:0)_FA 18:1,936.9 -> 637.896,TAG,7535.6205024712,7940.1405563342,9110.0806732188,4751.8803482062,9658.4606552104,9912.5807075548,8878.780647276,8594.7005996685,8046.4405479421,9054.260700225,8619.6205596946,7977.8406486509,8542.1804885852,10617.9008560204,8212.400596617,8400.7005729684,4852.1803321829
TAG(56:0)_FA 18:2,936.9 -> 639.896,TAG,7706.3806152394,8454.9606246941,8953.8205985958,3857.480281831,6478.4004364035,7830.5205764755,7363.460491179,5864.6604003902,8404.2605743415,8259.9805908196,8939.1006011972,6696.8004455578,7754.9206314105,6927.9404754653,8069.7005119329,9465.8007240304,3823.6602516169
TAG(56:0)_FA 20:0,936.9 -> 607.9,TAG,28192.722290027,29392.5620956372,29338.5622558673,11681.9608154311,23404.681716913,26498.342132569,24051.041671748,24289.2218398963,32692.982421892,31260.06237793,28715.84213257,22008.5815162617,32110.9220008914,27455.861923207,25225.1816329952,29234.0821991008,10982.1808280923
TAG(56:0)_FA 20:4,936.9 -> 615.9,TAG,7480.1406021141,7465.3004798915,8732.9805908243,3433.9802513101,7252.9805183443,7815.9406356814,5772.3404045086,6654.5004081716,7501.7405853278,8182.1806602495,6679.7204780585,6485.700489046,6442.9205055234,7096.2005615242,6274.2004775979,5721.0804405232,3347.8602142322
TAG(56:1)_FA 18:1,934.9 -> 635.9,TAG,12878.2208709728,14631.4211044317,13772.9409294168,5382.7603912357,12833.7408676083,13047.0408210755,13355.7609863297,12935.5408172588,10638.120643616,13126.2608718886,13752.2408370943,12549.9009704578,11121.9808120786,16095.5010795612,14472.5611038212,13707.9808807378,6279.4404716499
TAG(56:1)_FA 18:2,934.9 -> 637.896,TAG,8753.9806442286,8973.3405799861,7981.0006027211,4565.740337371,9213.7407035796,10250.0008163483,8433.140598296,7853.920608521,9439.0806884762,9392.400665284,9278.2806358347,9861.0006256044,8067.5405082666,8732.4206619267,9247.7406883249,11807.3009834266,3983.1002807606
TAG(56:1)_FA 20:0,934.9 -> 605.896,TAG,12515.5409393315,12989.000869744,19182.1814689692,4464.8402938822,11057.8207588223,12646.920852664,11298.240886695,9559.5007362362,14091.4010314945,14781.961120607,14323.6409759489,10248.7407684367,11568.0607071015,13512.5010108903,12290.6609115594,11545.3408050532,4654.5403366097
TAG(56:1)_FA 20:4,934.9 -> 613.9,TAG,6243.160408017,6542.1004142747,7540.8604812604,3634.940246582,5152.5603790287,6488.6403808593,5875.9603919983,5926.9404525749,6524.9604377769,7145.7205009441,9149.8406791678,6482.1604537929,5262.4803962692,6784.1005439761,5860.880451201,5320.6203575136,3393.440238952
TAG(56:2)_FA 18:1,932.9 -> 633.9,TAG,10799.8808441129,9643.3207588178,13291.4409179766,5708.1203575119,9116.680686949,10408.200767517,10229.2807121294,10201.8607482926,10550.040748597,10760.7207756013,12114.880752566,8452.8605804439,9163.3806724602,9939.8406600967,10057.7007370002,10404.5207900973,3890.9002838113
TAG(56:2)_FA 18:2,932.9 -> 635.9,TAG,13297.2809982329,13978.060882567,15127.5008850126,6546.5004310608,13401.121036528,13216.1409454367,12029.100864411,12710.8209075931,14740.100997923,15544.801132201,14295.9409027121,11729.5408630345,13010.8610954284,16613.4211463926,12775.620956418,15044.261035918,5230.2203483591
TAG(56:2)_FA 20:0,932.9 -> 603.9,TAG,18318.461215973,15669.3812408461,26055.4623947165,7728.7404632572,15282.0211029047,18092.5011749218,12402.0808486941,12443.6208724969,15901.021179203,18486.5211296041,15809.0611381479,12431.8808441109,15669.5011138998,13372.0011100774,12246.7809562676,13181.1210174525,4940.2803382872
TAG(56:2)_FA 20:4,932.9 -> 611.9,TAG,5190.1804199201,6040.6804046652,5569.5203666685,3463.0402526854,5205.9803352344,5788.4604148872,6613.860450743,6137.3603858928,6491.3404464746,7205.8204612728,7019.6004867526,7034.2005386319,5898.7803993237,6057.600452424,5803.1404838566,5138.7804031374,2698.520191192
TAG(56:3)_FA 18:1,930.8 -> 631.796,TAG,14636.3209533678,17129.2809410059,26053.8012237637,7853.1604347224,12206.5007667503,14734.3210182217,12825.8608512889,14486.1209487875,13524.9208259565,12881.2807540822,17967.6212234453,10769.9607391335,14551.3609199556,14562.7612114038,14407.2609939565,13106.4808921814,4167.100299834
TAG(56:3)_FA 18:2,930.8 -> 633.8,TAG,11885.6409530703,12087.4809150699,15399.8811340328,6962.8804092425,10010.4206924424,13380.2409172079,11967.7608337475,10365.2407302905,11706.7606887849,11837.2409400989,9958.9607162462,9183.7206611629,9192.9006423886,11926.14082336,10125.5206909155,11901.5009536714,4512.2603263862
TAG(56:3)_FA 20:0,930.8 -> 601.8,TAG,11440.7607765224,12108.4610328656,14046.4610938976,5235.2203712431,8383.6406555189,10109.5406455994,10741.940738675,8064.6005325321,8018.3606262199,11287.620811464,11675.9807586645,8110.8206291211,9450.6805381805,9468.2206306444,11144.3207130435,10169.160812376,4094.5402603143
TAG(56:3)_FA 20:4,930.8 -> 609.8,TAG,10076.4806785559,7684.3805770876,10508.1007423373,3624.1402816754,8467.0605850208,9565.0807456977,8550.2005844113,9030.6005897576,9343.020626068,9224.9206428525,9208.0206260675,7544.8205985998,8383.7806167581,8287.3005943281,9777.5407066336,9376.1407012934,3519.9802589411
TAG(56:4)_FA 18:1,928.8 -> 629.8,TAG,27512.7820281997,25706.0222206066,63978.1234168372,15468.3613967932,20997.6613807632,22716.8017463773,21680.2812728872,21621.4415054441,26354.66165543,18697.7212677041,32260.9217681976,18695.1011733891,28373.3416977113,28315.7620277394,19433.1214408769,23501.9216728223,3382.1602363601
TAG(56:4)_FA 18:2,928.8 -> 631.8,TAG,17628.5816001858,13334.7808685305,23310.9817466731,7904.3605155958,13300.8208160444,14064.4612121512,12292.8607406611,14062.6409149104,14826.7210159283,13703.6810798612,17555.1810302699,11508.480899807,15176.1613006606,16640.1410980211,13897.1009597791,13200.8008232103,3796.3802604673
TAG(56:4)_FA 20:0,928.8 -> 599.8,TAG,9607.7206764242,7393.6005783087,9970.9607391322,5206.4203720072,8649.5605697696,7482.3204917938,8225.1405410759,6037.1204261805,6861.5604400629,6670.3604240433,7541.7805442802,8700.8005599953,6987.1205673216,8352.440551758,7282.7405052192,9392.7007217401,3266.1402435307
TAG(56:4)_FA 20:4,928.8 -> 607.8,TAG,34065.9225006133,33786.1423301728,35889.842369076,14901.8809623727,32279.3824119652,32356.2026595962,29112.7418517981,28008.82191467,38820.542663568,34579.7629318302,36855.922653196,29437.3018417319,36548.4224739064,29586.5018768275,30973.242172229,33889.122455603,9758.2807159454
TAG(56:5)_FA 18:1,926.8 -> 627.796,TAG,34905.0224838642,28461.4221992344,184910.793106154,27998.7815589511,28689.2616729716,30589.6017494109,25622.5815200877,31564.4825096176,37967.0621986039,22571.8618126002,49622.5033149593,24850.3213996849,24453.421874998,34439.9627189405,25590.6418342542,29912.6025657503,4371.3202705392
TAG(56:5)_FA 18:2,926.8 -> 629.8,TAG,23454.1815872211,22860.1016006445,66524.2650070714,17118.0008583034,20380.0814781302,22266.2218589765,21394.2417602546,22798.9816818274,26712.3215599095,18135.9213066114,33184.7823562752,19368.5814857467,25526.2021026607,27695.7820014935,19359.2415771537,21056.381774901,4147.2002830526
TAG(56:5)_FA 20:0,926.8 -> 597.8,TAG,6667.8404922468,7424.4405059823,5108.9803848256,3733.2602691655,6371.9404258729,6219.5404014602,7710.3205680835,6161.8204650864,6911.700489046,5740.5804634077,5852.8603820793,6211.5604362507,5248.2403907775,6271.3604660056,6229.3604087812,6589.180446625,3645.1202583309
TAG(56:5)_FA 20:4,926.8 -> 605.8,TAG,27289.4619827205,16731.9212951668,50887.0229262899,9086.3005714444,18857.361274723,21571.8212585468,16974.2609939602,15407.2811279268,18051.56124115,30372.6023826896,28316.9623298768,18097.1815261796,26423.2820815954,17090.2612228349,15907.7212448152,19032.7013511715,5841.7803840635
TAG(56:6)_FA 18:1,924.8 -> 625.8,TAG,19897.6214866499,16177.2211112876,23536.5015716448,9659.5807838379,14839.1209907473,16959.8412132196,14551.7809295665,13743.6409149074,13374.5809097321,14010.960945129,16476.1611251882,13417.4610404943,16093.8009834331,13418.7409210256,13721.8409652721,14737.9610214219,3563.3002815232
TAG(56:6)_FA 18:2,924.8 -> 627.8,TAG,38892.5029945345,31861.0423088066,176241.432792539,28539.8822212221,27364.0420379641,29680.422245029,25480.9018859854,29881.4616546638,38394.8422278796,24437.3019599809,52870.284580283,26388.2815933251,24467.2416648823,36774.8030738852,25071.0818367025,29826.0615920966,3649.0802307126
TAG(56:6)_FA 20:0,924.8 -> 595.8,TAG,6171.5004234305,6565.3204498313,5985.380428315,3145.5602416988,6824.6605110173,6113.3204307546,6838.4804801955,6701.5604705819,6420.320480349,6411.5604324324,5673.3203773502,7761.4404907253,5478.5603561422,6073.1204147342,5980.1404418947,7187.5604743946,3290.9402694705
TAG(56:6)_FA 20:4,924.8 -> 603.8,TAG,49881.263710018,32806.0422782769,113512.390949272,14635.1811218258,31232.6223945603,42637.302665723,29608.6422157303,27454.7021789471,33891.522445665,74774.3846206554,39551.043136579,38849.62249756,41671.1620102023,27974.9018478429,28547.8619461151,40177.742649071,10114.2206726084
TAG(56:7)_FA 18:1,922.8 -> 623.8,TAG,12996.9808502182,12282.3009338411,10618.7808456439,6968.7404899633,11864.5207786484,12035.9808578536,12246.440826413,11027.740798945,10084.8606872553,11136.6407852206,11079.220832823,11303.8607406626,14009.0809669384,15868.1009407088,11622.2007713309,12501.7810249329,5684.6204605096
TAG(56:7)_FA 18:2,922.8 -> 625.8,TAG,18689.3612823559,15406.5212020785,23857.8018493661,10725.5208625807,15460.6010131938,15563.9410209598,15009.1410942079,13998.6609802225,17903.2413825974,12807.3208084075,19033.9013748174,13681.1808624276,18929.4612693725,22175.5416183586,13636.9010200552,14569.0608901948,5894.1003952015
TAG(56:7)_FA 20:0,922.8 -> 593.8,TAG,12127.9208602868,10529.8807563747,12856.0008392379,4569.2202987666,10851.9607315047,10899.8807716365,10941.880828857,9841.0207138082,8460.000606536,9666.880714411,10693.1407127401,10332.2607498113,10164.7206802402,11701.0208969174,9795.5606689453,10287.500755308,6660.3404998811
TAG(56:7)_FA 20:4,922.8 -> 601.8,TAG,22844.5614471516,16603.2012710432,37528.522369415,6873.5804862975,18137.8012618947,18407.0410804787,21415.52148437,21756.021667479,14161.7210044855,23509.6814575102,16287.2611694302,19278.300994873,20748.561294557,25866.6815109194,19468.661376953,21634.681411743,9542.7207145649
TAG(56:8)_FA 18:1,920.8 -> 621.8,TAG,14100.2811317435,16816.5011901781,16654.9212226867,5301.8204002377,14625.140972136,13082.4609565746,15067.441131595,17819.321334835,12222.8008155845,13476.2809219363,13784.3609695453,18675.161315925,18875.1013984604,22660.141647337,18022.7212944109,20824.701454159,5932.0204315161
TAG(56:8)_FA 18:2,920.8 -> 623.8,TAG,12802.941017155,12539.400825502,15695.6211776686,6507.6404800435,12238.6808090227,11880.5209350568,13653.2409477208,12791.740982059,11409.5008773824,11652.300888062,13139.2409477257,11992.4409790043,14507.0411300627,16513.961128236,13034.1409530574,13853.6411056501,6218.0604553175
TAG(56:8)_FA 20:0,920.8 -> 591.8,TAG,10025.4806976289,10223.4607162498,16681.10118866,4157.9403152448,10986.4807205247,10428.9207458516,10431.2007446257,9497.5606880203,8252.1805572511,8830.8005599937,7650.9605140705,8996.5606765703,7864.2806243945,12618.9808998105,10075.9606628431,10600.1407318131,3654.580276489
TAG(56:8)_FA 20:4,920.8 -> 599.8,TAG,15064.2411308303,14748.4810867345,20462.4414520259,7826.2606239356,13377.7810554461,13376.3409805317,14588.8809814473,15103.5209732,11930.1408271807,11740.2806930523,12639.7009811409,12983.1609230014,13265.3009185749,17637.101127614,14786.28097534,16543.781143186,6983.3403968843
TAG(58:0)_FA 18:1,964.9 -> 665.9,TAG,8633.2407074006,8864.5006256101,9482.1006965711,5122.2003707897,8436.6405525197,8679.960609434,5975.0204086295,8624.6406021141,8327.0005950884,10683.0607452405,9233.1207199086,10189.1406555219,7152.3204765356,9623.2006683374,8774.0405731205,9817.3806877172,3381.9602203368
TAG(58:0)_FA 18:2,964.9 -> 667.9,TAG,8449.5206375134,8742.1005325324,6127.9604034419,4544.7803421014,6170.0204582193,7098.5604934718,8015.8405609091,7126.2804794333,5597.9403877259,7002.2004928575,6754.4804687527,6449.3804550161,5525.9803962715,8169.7005958567,7858.680580139,7891.3005828859,4014.3203468332
TAG(58:0)_FA 20:0,964.9 -> 635.9,TAG,10100.7808074986,9754.160644533,10890.3208007777,4715.3803443899,9046.0606346147,9262.920570375,8130.660537722,7789.1206398019,9127.660659789,10070.2607421873,11871.5808258041,8827.160636901,9085.3606567362,10189.9206695583,9432.3806381212,9003.0406341577,4867.8203125004
TAG(58:0)_FA 20:4,964.9 -> 643.9,TAG,5727.8403778069,6848.4204597478,8484.9006080569,4508.3403015143,5709.1004447934,6400.1204490648,5871.5803833015,5775.3404579159,5568.8403778096,6501.440425872,6904.7804985056,5505.1403923051,5616.9003715503,7472.300464629,7192.4404830943,6933.5804939247,3875.5602836625
TAG(58:1)_FA 18:1,962.9 -> 663.9,TAG,17670.621391299,14690.40119171,21308.9011077955,10633.7608108479,18165.361389157,14427.7009353689,14720.040985102,14011.6610488852,22805.8219986045,44283.563049369,17029.321090699,19050.1415481541,24532.0614548114,17673.981185911,23956.681808478,18175.24134827,6114.5604591367
TAG(58:1)_FA 18:2,962.9 -> 665.9,TAG,9131.340538026,8146.9006347633,7697.220558166,4332.9203071586,7982.7205390906,10161.080711369,8910.4806823782,5723.1804199194,8130.8406372087,9608.5805969225,7614.4004478491,7575.7404975911,9032.3606452974,8724.6206398072,8527.3206863416,8796.7406234738,4141.3402709965
TAG(58:1)_FA 20:0,962.9 -> 633.9,TAG,6484.8404769905,8041.3606224057,8037.4205322258,4062.8402824408,6130.6804924009,8054.0205879183,7979.6605300916,7658.3405265802,5804.5603561402,6999.5604476904,9257.0406875615,7412.400527953,6617.5404777531,8216.5805740369,8422.3006515507,7844.0405273466,4258.9003295903
TAG(58:1)_FA 20:4,962.9 -> 641.9,TAG,6391.3804626468,6495.2604675296,6908.7405395455,4380.5802955624,6056.5204696636,6171.0404090895,6960.2804527268,5914.4604187035,6162.7804527233,6607.3204994191,6435.8404388436,6460.6804695122,5102.4603881825,6674.9604682919,7487.300537111,6525.4604682924,3775.2803077704
TAG(58:10)_FA 18:1,944.8 -> 645.8,TAG,8946.5006484954,7043.5205154401,10550.840663908,3557.7002639773,8091.0206031824,7567.5604858375,9152.5405883811,9202.0406188972,7711.7404861453,8039.9205551124,8875.5607147189,9301.7006034817,7581.1605148324,8588.9406204221,9338.0806808467,8151.1605834967,3945.4203071604
TAG(58:10)_FA 18:2,944.8 -> 647.8,TAG,8887.1406974771,10135.4606704709,11619.2808723523,4510.3203277576,7820.9404754621,9285.780670163,10975.9407730088,9319.5006675695,10548.6807441724,10179.7207260133,10917.140815733,8383.1205787658,6047.7804641718,10426.8206481904,10827.2407264669,10013.1607208258,4720.4203224202
TAG(58:10)_FA 20:0,944.8 -> 615.8,TAG,6790.5205726634,7916.7005386368,7354.6005096454,2826.6601905824,8031.4405593865,6832.2204628002,7152.2804908715,7141.3605842582,7148.9804878234,7479.8005790691,8129.6605491653,6833.520507814,6607.7004508979,7069.7005004888,7869.7405548102,6622.8204421998,3845.4002456679
TAG(58:10)_FA 20:4,944.8 -> 623.8,TAG,7047.2405014023,8710.9206161467,11031.1407699543,4258.8202552798,7474.3805656427,7368.4404869085,8321.9005889906,6414.1404304514,6671.780509949,8352.360622407,7981.3805961568,8522.9005470253,8112.7205352685,9334.2806510877,7985.540630338,8031.2205390922,3253.700237274
TAG(58:2)_FA 18:1,960.9 -> 661.9,TAG,7514.1005630496,9449.0606079101,10933.2407646239,4834.7603302006,10022.4806900022,10018.1806449888,8311.7205963132,8994.4606742843,7426.3805160517,9945.8407287617,10014.5206756556,8245.6005668636,7232.2804832435,8801.0605621305,8663.5006027211,9248.2606964113,4173.5402755742
TAG(58:2)_FA 18:2,960.9 -> 663.9,TAG,14982.041023252,16341.00131225,20992.8815765388,8762.5406532237,15819.901336671,21065.4415893532,15208.221054077,13493.960891724,20000.701354979,21880.8214492833,16952.241104119,18123.761199959,25812.9620590396,18492.661376942,21334.661651617,19532.381271368,6033.9404258749
TAG(58:2)_FA 20:0,960.9 -> 631.9,TAG,7162.4405708337,9071.7005920426,9737.9406318682,4996.3803482056,7449.900562282,8602.4606361382,7658.5206069933,6673.1004867535,7609.7805023163,7600.2005767826,9165.8007049558,7084.7405166625,6863.8404388467,7236.6405067433,7973.7405853251,7059.1205520645,4246.6003150946
TAG(58:2)_FA 20:4,960.9 -> 639.9,TAG,8395.6406173723,9098.7006492604,8855.7406234726,5392.7603454547,7919.6805114746,8179.4805564886,8428.9606285083,6299.78042221,7371.700469968,6966.2204399107,7609.9805107079,5905.2404251104,6706.8803863544,6898.3004302992,6941.7005348195,9392.840644836,4141.2202835085
TAG(58:3)_FA 18:1,958.9 -> 659.896,TAG,7014.4604721081,7542.6204757684,8515.3805503831,4534.1402969368,7024.560550688,7990.8405685416,7079.0005798335,7656.0205841087,6470.9004554731,8151.1206245429,7534.0405426039,6493.5804252649,6629.8805198663,7292.2205276501,9118.0207138072,9290.4406547538,3377.4402580264
