"lipid","type","logFC","logCPM","LR","PValue","FDR","I7-1","I7-2","I7-3","I7-4","I1-1","I1-2","I1-3","I1-4","blank","mean1","mean2"
"PE (32:1)","PE",0.0480497614433101,5.58684546384209,0.0330538086728893,0.855734140316417,0.97384485031257,13874.9609680163,11989.400878904,13647.8208465577,13749.0209884695,15994.9212265031,14154.2010116492,18428.001121526,12964.1008529593,15758.681137083,13315.3009204869,15385.3060531594
"PE (32:2)","PE",0.0643438883302153,6.10423668744573,0.0592914184635447,0.807619407679134,0.960973995157632,18688.6013717593,20066.2016220117,20946.041366577,21765.0016708427,29584.0418357881,21669.601661683,22729.101486207,18452.1013565089,14930.9810791055,20366.4615077977,23108.7115850467
"PE (32:3)","PE",-0.191102299406144,6.47981940934719,0.522754310991331,0.469669130357841,0.923578164314647,23188.4615631091,29045.2223968588,21692.8817062289,23265.241615292,40124.1429519946,26870.6623420678,44163.003074681,23788.0416259736,18408.9414367555,24297.9518203722,33736.4624986792
"PE (32:4)","PE",0.259297411382748,5.75237694817977,0.961442347058735,0.326823746840699,0.848795452738671,16805.161285407,14874.621093757,17029.2610931445,16240.581153868,14186.221023547,14813.1410140954,17618.461212157,17026.041091911,16300.741065975,16237.4061565441,15910.9660854276
"PE (32:5)","PE",1.62696498711736,6.27520072772445,36.0584203012594,1.91489533050454e-09,2.86659830976529e-07,12253.1610183738,11139.0007247866,102363.645668054,12601.0007362308,14245.4810562184,11594.400932315,14062.020942684,13449.7409973086,12152.6408805909,34589.2020368613,13337.9109821315
"PE (34:0)","PE",-0.0566725216178055,6.17982526116428,0.0459964798454635,0.830182197177983,0.968653740588807,17839.441116338,19511.841308596,19020.541351315,20047.581436163,25221.0218582147,21845.501319884,30530.602119444,18236.561195363,25443.202163702,19104.851303103,23958.4216232264
"PE (34:1)","PE",-0.266818063415153,6.08488721224029,1.01815904630655,0.312956086874122,0.841687994367893,17236.3812179537,17923.4411163265,17312.381042473,17093.1210937482,24312.2015075697,17805.3812484752,44833.522949204,17495.501312261,18004.861389165,17391.3311176253,26111.6517543775
"PE (34:2)","PE",-0.404910394459943,5.93966105463363,2.34026012882623,0.126068500381903,0.616746879319308,14883.0212173431,15290.9011192271,13227.3009109597,16125.061080929,27506.0019378196,15667.960998535,39446.623413065,15559.6010437053,16531.7409973078,14881.5710821147,24545.0468482812
"PE (34:3)","PE",0.0410003920581139,5.76151232657762,0.0240703794282311,0.876705969173641,0.975614587570085,14126.560966496,16353.841064448,14244.22093201,16895.0614318891,18403.541503905,16154.981117248,22045.721603386,15107.8011588994,15161.3011093105,15404.9210987108,17928.0113458596
"PE (34:4)","PE",0.260945999868281,5.74005511411822,0.973706716961544,0.323757471010353,0.847316318361012,14731.6210441589,15124.581085201,17614.001396181,18201.26119994,17189.261177059,15786.8412933358,18503.6414489749,13754.581085207,14253.7212142982,16417.8661813702,16308.5812511442
"PE (34:5)","PE",0.0116469941210809,6.84136666821774,0.00194339101744845,0.964837519210854,0.993101369336077,30025.3427467372,37290.0229415812,34846.242504158,32687.882164001,48852.8626059971,36748.4826622,39322.543014507,33457.4424820285,22498.3215789779,33712.3725891193,39595.3326911831
"PE (34:6)","PE",0.309109955961505,5.98474136658725,1.36571640722216,0.242549229836424,0.781778275012736,16033.141281128,13914.0811538757,30034.94181824,15453.401184074,18806.9014663725,15594.2411880545,21094.621276856,17081.961166384,21777.301467887,18858.8913593294,18144.4312744168
"PE (36:0)","PE",-0.281580210084528,6.7288367880644,1.13404731843454,0.286913682217498,0.820954759637237,24707.801818845,28810.3816986044,29848.382301325,26800.141586305,41383.103645298,41646.822990384,51991.723602309,26917.7817306614,24289.041358954,27541.6768512699,40484.8579921631
"PE (36:1)","PE",-0.767293632746062,6.94049807464278,8.33706123604145,0.00388443806369348,0.0668391239235532,29603.322311407,26449.661972047,27271.221786498,24286.941574082,50444.022598309,29996.821884165,131536.107635459,26949.181793214,21916.241653446,26902.7869110085,59731.5334777867
"PE (36:2)","PE",-0.474202902162473,6.36142111205515,3.20656063864413,0.0733435053334121,0.475304015082761,19917.421432495,19111.241409303,18497.021339417,20915.32133483,30943.062744141,24215.701629637,63996.724250709,18727.061294551,20445.5614700232,19610.2513790112,34470.6374797595
"PE (36:3)","PE",-0.131165746793279,5.82847505684854,0.246283018405222,0.619704565095064,0.953304946665784,13902.6409301792,15987.2410583451,15609.7812499985,15800.7411270122,18127.661376959,16329.081115722,30991.52241515,16511.301155087,14912.140991209,15325.1010913837,20489.8915157295
"PE (36:4)","PE",-0.101708574849304,6.06683136427167,0.148121629640855,0.700336897797562,0.953304946665784,16345.6810913118,20564.181655886,17289.961227416,18274.9012451169,19852.7414474456,20689.361450187,29155.742019651,22763.281669619,18643.201316831,18118.6813049327,23115.2816467256
"PE (36:5)","PE",0.0517817223715486,5.83954711430325,0.0383947343222246,0.844652633205682,0.972513816298941,14195.641113283,16811.681243891,17085.741104115,17059.921157846,22567.301612857,17311.341339112,21389.741386402,14120.5010223345,16131.621261585,16288.2461547838,18847.2213401764
"PE (36:6)","PE",0.0255775820090951,5.88484684508789,0.00936840727194976,0.922892742232269,0.983154945946513,16331.5613250762,15133.220939638,17993.881187439,17203.7211303627,21417.24160767,18870.521278374,22375.161643987,15537.24121094,16640.3612213072,16665.596145629,19550.0414352428
"PE (36:7)","PE",0.0819777830749328,5.86524972475434,0.0962226397409047,0.756410586791923,0.958436329143406,16405.621162418,16682.081192023,17066.101150513,16030.7413864132,20733.101577759,16741.161025994,21682.681663513,15543.78113174,17778.061195377,16546.1362228418,18675.1813497515
"PE (36:8)","PE",-0.13918291407646,6.23462424448626,0.277356178908803,0.598439329771187,0.953304946665784,19639.521423342,21043.461593627,20534.961166385,20156.7618026818,32157.202316285,21231.201583868,35844.10292052,19769.6614761331,19173.521171567,20343.6764965089,27250.5420742015
"PE (38:0)","PE",0.0907845344556691,7.80478281568197,0.1180770416874,0.731129523789425,0.953959304312958,55219.92445375,60934.145324706,74194.964447032,61289.843925501,76620.58596807,61938.224243165,79035.26565559,63483.424362187,72386.445144676,62909.7195377473,70269.375057253
"PE (38:1)","PE",0.376478401783832,6.78829947704711,2.02474385173343,0.154755015484566,0.646339593323577,25300.3418274,27562.081695556,57917.103622434,27753.941986091,33906.482498171,26501.141418446,40185.722320534,27965.522216798,31942.822006234,34633.3672828702,32139.7171134872
"PE (38:2)","PE",0.170575326234249,6.02265049400305,0.416444272465668,0.51871663674226,0.92921903036813,18206.5811767555,18287.5212326028,19846.1613998375,18696.301200862,17774.601257327,16648.781097413,26505.681732179,18934.9613265985,21283.461715694,18759.1412525144,19966.0063533794
"PE (38:3)","PE",-0.0222279172550969,5.88799658211451,0.00707528002553914,0.932965250059412,0.984965637271394,15620.5610809275,16234.2211608896,16527.6410674954,16428.0811538593,20656.2814636268,15819.881080635,27849.3817748961,15685.141014096,18155.3013458328,16202.6261157929,20002.6713333135
"PE (38:4)","PE",-0.376631855085295,6.25094102387944,2.02603109502752,0.15462394365465,0.646339593323577,17110.9413261488,18476.221496581,22228.9813385102,19406.0213165277,28386.1222457859,22547.2813262948,48432.4234161512,23964.461280822,15593.021209717,19305.5413694419,30832.5720672635
"PE (38:5)","PE",-0.0207987008850349,6.32050406985655,0.00619608496123192,0.937259143774429,0.984965637271394,20329.641571045,23715.161888124,23635.401901242,22035.7216644294,28390.5419082786,24890.361175536,33478.0429611073,22382.842025761,20876.54174805,22428.9817562101,27285.4470176707
"PE (38:6)","PE",0.0335040055207897,6.01020040046935,0.0160756683898171,0.899106722165195,0.979594441835005,16538.9211502002,18876.3616332953,19439.481399531,18917.041358942,22379.6820831345,22683.2416000382,23366.021865852,17140.7813491913,16751.7612228421,18442.9513854921,21392.431724554
"PE (38:7)","PE",0.55837219238376,6.43157416571735,4.43840829991711,0.0351389934571336,0.309429842384288,31193.022499076,32060.141998283,29306.202247628,27251.282012949,24530.701583871,20324.021469113,25519.68180848,25197.0419311558,17921.90110779,29952.662189484,23892.8616981549
"PE (38:8)","PE",-0.0452132909898295,6.40739770384499,0.029280591146204,0.864132771921229,0.975614587570085,24637.301727302,23480.281707762,23024.781616215,23518.381530759,32425.22247315,23121.861633297,39422.763229359,23367.7216415387,22027.941589348,23665.1866455095,29584.3922443362
"PE (38:9)","PE",-0.103096263983447,6.03440856567851,0.152190127628856,0.696451118738526,0.953304946665784,16955.541076662,18299.9012603707,18288.061134335,18552.3814315761,22071.301589965,22599.3818969749,29140.701576232,18952.781387326,16107.401260382,18023.9712257359,23191.0416126245
"PE (40:0)","PE",0.0102944899057381,8.48553280432892,0.00151866980559134,0.968914215870344,0.993101369336077,68861.065002408,127477.389770658,135938.589721658,92109.707031164,135405.568878121,120845.952331608,153064.812500047,97536.526611372,63848.224884096,106096.687881472,126713.215080287
"PE (40:1)","PE",0.0531372560771527,5.97035117225044,0.0404335751282474,0.840635225598339,0.971310553779637,16503.381134038,17495.40112305,18325.78126907,18095.721115106,19164.521408082,18321.181396484,25588.061996456,18088.961227421,19202.301330566,17605.071160316,20290.6815071107
"PE (40:10)","PE",0.432133433037324,5.92579059300684,2.66427032460376,0.102624879565883,0.554183958437621,19368.141387944,21081.3216018572,18525.101196285,19132.301147459,16279.921203602,15857.5410079903,18716.041275026,17239.261367798,17163.1413040076,19526.7163333863,17023.1912136041
"PE (40:2)","PE",0.395040420930556,5.97524388967762,2.22792826799605,0.135535473992752,0.632076649741898,18917.1013793978,20451.381401054,21247.5615539483,19110.541450499,16479.941253661,14511.3810958865,20151.7415084713,20104.601455696,17986.10157776,19931.6464462248,17811.9163284287
"PE (40:3)","PE",0.103939874389251,5.80958808052815,0.154668780096557,0.694113043490011,0.953304946665784,15613.9011459319,17294.281257629,15670.561195377,16295.821243289,20769.8416976817,15301.7211227432,19409.621414187,16165.2610092094,15996.6411819472,16218.6412105567,17911.6113109553
"PE (40:4)","PE",0.0106953040837987,5.95967192778991,0.00163814612812985,0.967715220744358,0.993101369336077,16699.581192017,18886.561164861,17534.7211990296,16484.8810882615,20783.1413040103,15918.920959476,23464.5617828336,21534.7812271,17950.1413040238,17401.4361610423,20425.351318355
"PE (40:5)","PE",0.0107228884855025,6.0875593707903,0.00164671992411058,0.967630890550906,0.993101369336077,18065.4413604791,18009.1611862104,20107.241439822,19623.441314693,21760.521598806,21125.701385499,27989.7217178446,19146.921195984,19982.521514891,18951.3213253011,22505.7164745334
"PE (40:6)","PE",-0.0763738740106315,6.21659394271531,0.0835335179844634,0.772564804879772,0.959935572743768,19733.361274722,19787.721511836,20518.5415038959,20111.521270756,26188.401748662,24942.081733694,28820.5822677569,20671.3812255831,22317.0613479605,20037.7863903025,25155.611743924
"PE (40:7)","PE",0.106484124911211,6.9266798257506,0.162408222856243,0.686948933808253,0.953304946665784,33359.322341908,35760.562301636,36880.742584221,35106.701995848,49558.463317859,33727.722412112,41381.18304443,31642.002227785,34199.542465198,35276.8323059032,39077.3427505465
"PE (40:8)","PE",0.0687734160507942,6.33705251944036,0.0677398459698679,0.794656440848647,0.959935572743768,21933.981933595,19823.101493836,27555.862060542,21504.261703496,28495.7819366512,22598.501602169,30464.462265016,22025.521972644,25405.902008055,22704.3017978673,25896.0669441201
"PE (40:9)","PE",0.247771094701727,5.79546926001886,0.877995813235373,0.348751198137304,0.870868328523949,15572.6210555925,16093.6211013788,18776.7413940476,16494.0012054407,14998.3010101326,15964.141067505,18082.541229248,17146.6013488768,16324.381324766,16734.2461891149,16547.8961639406
"PE (42:0)","PE",0.128296900972307,5.45241068744951,0.235566951193675,0.627426392072703,0.953304946665784,11599.8408584577,12877.2608528152,13599.20097351,12750.7410202071,12886.6407890305,11988.1207580607,17815.9012832602,12927.4209709192,12785.8008651654,12706.7609262475,13904.5209503177
"PE (42:1)","PE",0.348932109003016,5.9302837600239,1.73938507314288,0.18721676089941,0.695519834080948,22532.821807853,18515.9410171535,19826.7814331074,17421.1214676042,16850.7011642463,12981.580879211,21681.3012123115,20965.5815277053,14586.8611602706,19574.1664314295,18119.7911958685
"PE (42:10)","PE",0.21697928146311,5.46901603459507,0.67337511047208,0.411877358962653,0.893867659919409,11641.0008697513,14181.281066889,12928.9010238696,14223.5210647535,11960.180877685,12078.040729516,16541.160995478,13489.3610610924,12875.2609634309,13243.6760063159,13517.1859159428
"PE (42:11)","PE",0.180227054277276,5.64261905408656,0.464767957975312,0.495404051349133,0.923578164314647,13407.7010345494,14218.7610626197,13685.6010169938,16814.2011566105,15371.1010436998,13746.4008407566,18312.1411972063,13707.2410125716,15941.1410980268,14531.5660676933,15284.2210235586
"PE (42:2)","PE",0.136177553310389,6.43048464534238,0.265530726493466,0.606345679215988,0.953304946665784,26834.7216644301,24749.5017509391,24241.6817054726,25333.4418411194,28049.4219818019,24522.6416435398,30776.6420402446,25635.6619377152,24199.1416549567,25289.8367404903,27246.0919008254
"PE (42:3)","PE",0.186258982852614,6.12300025103829,0.496524482047107,0.481031228252385,0.923578164314647,21060.4815826326,24420.24157715,19944.821739199,18124.9612045282,24541.0819320671,19461.721584316,21709.7615356394,20673.701530459,18836.701179506,20887.6265258775,21596.5666456204
"PE (42:4)","PE",0.196748830056006,5.42349020598167,0.553725866133107,0.456799290982618,0.916611316489401,11483.2607879646,12299.460937505,14114.2608985898,12398.8610000588,14635.681068417,12389.5608367923,13158.4810256948,11625.3008270298,13493.0210647562,12573.9609060295,12952.2559394835
"PE (42:5)","PE",0.116913194920122,5.40758813853096,0.195616798640401,0.658282348123997,0.953304946665784,11492.2408866847,12702.9609069816,11609.9807968134,12496.9808731158,12008.0607910219,13058.1809844992,14439.9409408586,12883.7408676081,13655.9610671952,12075.5408658989,13097.480895997
"PE (42:6)","PE",0.107042569876689,5.77651273026926,0.164034521837237,0.685468870206421,0.953304946665784,15474.3410224896,16047.3011703506,16028.3810501073,15550.1411361686,19672.2015457206,15084.161003106,19777.7614211976,15263.9011268602,16193.520988467,15775.041094779,17449.5062742211
"PE (42:7)","PE",-0.0267179590725921,5.66531623310884,0.0102208795501895,0.9194723753711,0.983154945946513,14386.38099671,14345.50096893,13741.901062019,13128.3609733623,18174.3412628181,14814.10086823,19726.7016448936,14803.3211059516,15363.3412246736,13900.5360002553,16879.6162204733
"PE (42:8)","PE",0.317209614002459,5.60056538855632,1.43776625651151,0.230501150963633,0.766900372698608,14283.200897221,15382.9210586509,16686.0211029072,13012.940940854,13139.8809280463,13254.700775153,17605.00119782,12830.920783984,14851.6212844884,14841.2709999083,14207.6259212508
"PE (42:9)","PE",0.344780913049588,5.76256146487492,1.69816302604102,0.192528388559798,0.70296340896102,16719.7211914077,18297.0213241488,17390.4411239622,16478.2812728842,13734.940956124,13265.4608688355,19335.8812866266,17666.9212951641,13940.780883789,17221.3662281007,16000.8011016875
"PE (44:0)","PE",0.158845617599419,5.17234912508253,0.360936390782889,0.547986647439223,0.941832389456391,10455.8406295688,10259.3207855234,11442.640769959,8884.5206184294,9588.0607604957,10536.4207420328,12359.9808311549,10835.2807045079,12439.7808303799,10260.5807008702,10829.9357595478
