"lipid","type","logFC","logCPM","LR","PValue","FDR","SolventBlank","5A","5C","5D","5E","4A","4C","4D","4E","mean1","mean2"
"C15:0","FFA",0.092008906340456,9.65081974576863,0.0830198020162244,0.773246026983902,0.999955892769757,601185.06127908,744993.25329576,747740.65380862,879017.540466422,712316.070266828,721914.86999526,637310.04345707,885013.242889371,723860.474700844,742024.657760636,771016.879459408
"C15:1","FFA",0.43123925005019,10.4552783489444,1.81729014252051,0.177636177373719,0.999955892769757,803286.875121959,1091807.04248044,1368023.47522011,2375297.22160397,873889.04580711,877331.24377437,1278320.47228972,1389389.73205519,1607410.04296865,1288112.87277198,1427254.19627791
"C16:0","FFA",-0.219247008459358,12.4116776174854,0.47103202209837,0.492512772897241,0.999955892769757,3194511.2270509,4750580.36425686,4668851.4218747,5941857.75488251,8077383.10375981,3682361.36035168,2593731.17285219,8311507.7241217,4006334.59692374,4648483.71356233,5859668.16119347
"C16:1","FFA",0.0921897020032695,9.34023253944489,0.0833460626126907,0.772813119737647,0.999955892769757,582232.80371084,616362.70483416,566902.86071782,625321.741943297,601710.20495613,558656.15954595,546221.13720715,691377.329589795,555563.418701202,587954.511261024,602574.378112852
"C17:0","FFA",-0.0801460821326718,10.5120470444602,0.0629951341543347,0.801823143544998,0.999955892769757,620919.1032714,1751843.60437064,1082840.39746189,1784435.38284257,1682239.57653793,1282062.20483452,689097.130371234,2119046.09533679,1144737.86283922,1308735.82334544,1575339.74030326
"C17:1","FFA",-0.217929354236855,9.00333854931416,0.465383884838047,0.495118497930697,0.999955892769757,325338.38305655,487549.794860865,422033.589111061,501171.776985262,537161.616394058,424121.294372424,467737.792297306,709285.867706355,393474.508377083,498654.865688292,486979.194337811
"C18:0","FFA",-0.290363306176915,13.3749305266477,0.825567049237284,0.363557503088362,0.999955892769757,4283899.0146486,9503151.2636719,10555370.8623051,11329404.5490728,15883948.0246588,6557339.23828116,5621570.8750005,17160982.1364744,7868262.50292975,9302038.68817145,11817968.6749271
"C18:1","FFA",-0.134574760824486,10.1901428301223,0.177569017363567,0.673470766055177,0.999955892769757,697202.98901376,1030441.67346197,1088325.26159681,1178290.66506977,1258135.8061219,946813.285888843,1022752.75402846,1388319.32714845,1106359.04287722,1116061.10248574,1138798.35156261
"C18:2","FFA",-0.728589760671194,10.1114144295847,5.15229821065441,0.0232156269816568,0.999955892769757,447752.95312494,729600.814880292,949935.135131944,863232.126022168,1713043.97610418,857198.205993694,1212128.5590213,1384821.75103748,1099533.91841126,1138420.60861593,1063953.01303465
"C18:3","FFA",-0.0249183314298068,9.34877882637743,0.00609013218490873,0.937796792234584,0.999955892769757,385741.44897447,579655.12451174,706977.648742634,667897.309722903,712707.607208232,531115.5778809,532666.498901466,716851.089721349,590579.94410688,592803.277652649,666809.422546377
"C18:4","FFA",0.0885591257395664,8.67658822930986,0.0769109864850179,0.78152803049221,0.999955892769757,299274.30139163,373008.60632319,371542.607177843,471417.532089073,388770.927948085,353392.903686588,334277.12304684,432905.571624723,361826.385711663,370600.496017453,401184.918384548
"C19:0","FFA",-0.0490219502029973,12.1065047793558,0.0235700591874775,0.877983933850027,0.999955892769757,2707620.84350568,4150241.13501083,3970167.42871118,4802303.02636752,4674653.30108752,3683111.95800828,3382871.55859433,5283632.21551477,3965351.66925004,4078741.85034186,4399341.22279426
"C20:0","FFA",-0.0260665637921003,13.2020116076569,0.00666442757938057,0.934936216393903,0.999955892769757,7056959.41503859,8828301.2050774,8767934.76464869,8704285.30587761,9337423.12508008,8291400.8535165,8314249.140625,10069502.5023495,8678067.58386995,8838305.02009024,8909486.10017095
"C20:1","FFA",-0.404647390517456,9.79491496128407,1.60077793084201,0.205793001432383,0.999955892769757,522964.097198482,746213.555145172,725115.453247021,766674.796073847,969419.664825408,710501.98638917,809307.784576523,1380261.93471111,774041.512462599,918528.304534851,801855.867322862
"C20:3","FFA",0.17451673761393,9.21730442764617,0.298540465862061,0.584798867559318,0.999955892769757,438768.291198764,549803.238464482,772088.772948948,558372.319954,517114.936996556,543088.59924319,506044.37579344,593180.8021239,463905.912998077,526554.922539652,599344.817090997
"C20:4","FFA",0.128175834100262,9.36202780592924,0.161088228418521,0.68815658143619,0.999955892769757,473785.073608291,771822.373718201,593512.002868617,644748.76091007,585518.240234186,683125.484558119,491036.414092957,637742.64482105,563181.936508089,593771.619995054,648900.344432769
"C20:5","FFA",0.0396364581851046,10.410770667459,0.0154089841234963,0.901210026016917,0.999955892769757,907298.30914318,1367377.38378889,1229382.90905757,1499944.22509702,1322420.43379172,1111754.77600108,1052232.86914053,1655451.3424079,1147072.6742783,1241627.91545695,1354781.2379338
"C22:0","FFA",-0.120371142261101,12.3303387864139,0.142075536573088,0.706226304746485,0.999955892769757,3728802.04809543,4834332.9091798,4112669.31237765,4752219.8659403,5294771.45488716,4432777.6385513,4454652.46533305,5953238.75117524,5090102.35625517,4982692.80282869,4748498.38559623
"C22:1","FFA",-0.522371641809101,9.6052831134004,2.66192633511673,0.102776196566274,0.999955892769757,436080.610473652,666281.670532455,535026.174408029,604932.34699622,896160.905280897,578181.738586428,801638.181449912,1142675.82935761,832774.316982167,838817.516594029,675600.2743044
"C22:4","FFA",-0.0533510310414914,8.93884388192021,0.027915971881157,0.867306524473924,0.999955892769757,399572.888488744,447181.709991512,407468.931579592,481109.795158471,480343.234630561,432391.169433569,395784.808441025,612813.122367817,400007.047233405,460249.036868954,454025.917840034
"C22:5","FFA",-0.150193122531009,10.0376019013036,0.221157183594187,0.63815961360036,0.999955892769757,678324.00884997,985467.007934507,931351.552368041,1048180.65650551,1270272.52452569,836545.057800281,744429.810821529,1411159.21171565,818567.677379528,952675.439429247,1058817.93533344
"C22:6","FFA",-0.130503300333625,10.4929624738066,0.166991011385107,0.682799954410983,0.999955892769757,903341.826782291,1511710.36120617,1084372.45593282,1430233.74517457,1534039.35041381,1197619.40930201,1050130.6773377,1923419.99782181,1324722.12385184,1373973.05207834,1390088.97818184
"C24:0","FFA",-0.333700942195647,9.65325898543794,1.08979438249662,0.29651677154316,0.999955892769757,426393.731063932,860975.099685744,502824.496177538,758374.798595438,860424.036815481,642033.170371792,652847.227192005,1241703.17718564,760458.630127064,824260.551219125,745649.60781855
"C24:1","FFA",-0.0145484760506328,8.83040338872869,0.00207598552515265,0.963658572879169,0.999955892769757,307915.780822702,505039.333625791,337070.743461499,481964.433444972,465788.329708099,386909.829330353,311470.080982313,581229.463367611,392433.467552115,418010.710308098,447465.71006009
"C24:5","FFA",-0.291200878940367,9.7186983194163,0.830319530476118,0.362180149716074,0.999955892769757,418521.548370347,861218.17968746,583234.197997914,858233.200836124,964937.870559587,679632.665298383,563180.857490286,1294733.04114998,792885.238243021,832607.950545417,816905.862270271
"C24:6","FFA",-0.179230999240979,9.20805521324803,0.314876808362897,0.574702885899313,0.999955892769757,284347.540969938,723078.274009669,409686.990272546,605454.686065748,610498.983253388,523919.116668521,376052.669635679,892917.219081799,500102.539081576,573247.886116894,587179.733400338
"C26:0","FFA",-0.367999085694891,9.88844426591054,1.32469484399735,0.249751207957586,0.999955892769757,596420.884376549,781114.652515485,658510.267494067,858017.302352887,1044979.77288826,706622.054050394,922679.371788097,1302349.24327104,1008254.81713098,984976.371560128,835655.498812675
"C26:1","FFA",0.0859262156205941,9.30166463986691,0.0724070977552742,0.787863757624259,0.999955892769757,564963.398490969,687729.890098768,494979.152294162,576449.982005902,581113.19863904,589461.702484054,495282.033355693,675390.862377301,533563.93737782,573424.633898717,585068.055759468
"C28:0","FFA",-0.0546651338534416,8.74804729270192,0.0293079534858407,0.864069921125629,0.999955892769757,236102.536804135,448129.852901624,412793.010894858,451971.711738522,492447.897594578,362486.628196617,306986.561500456,520566.856750374,345230.503666046,383817.637528373,451335.618282395
"C30:0","FFA",0.0760496938012286,8.24923056485419,0.0567192918770161,0.811758455167157,0.999955892769757,165156.471572862,413685.171100468,263918.457668324,298883.282165447,290831.301765466,291785.56029884,198782.933898969,351093.786708785,254921.7375566,274146.004615798,316829.553174926
"C32:0","FFA",-0.13459921948741,7.98800771605667,0.177627643661253,0.673419983083679,0.999955892769757,150750.071151748,302715.600311347,180717.493446354,241887.257293671,269728.900672904,274243.1211852,181114.112075801,286752.500824174,217547.254592882,239914.247169514,248762.312931069
"C34:0","FFA",-0.0748960105408825,8.29532105581974,0.0550116990489187,0.814561336355403,0.999955892769757,157007.770812974,351832.08596812,224035.815582207,371929.966156119,301718.759536705,258204.559570238,182669.712921142,480870.89700317,285910.259460445,301913.857238749,312379.156810788
"Cer(d14:1(4E)/20:0(2OH))","CER",0.0928351739984994,5.60730110729708,0.0844995620100235,0.771289886072198,0.999955892769757,50871.583526615,42553.6429596,43977.563140872,40679.20286559,36579.862548826,51031.243560792,44756.702949518,47600.9033698954,42714.022949219,46525.7182073561,40947.567878722
"Cer(d14:1(4E)/20:1(11Z)(2OH))","CER",-0.0473133661275981,5.9299984766287,0.0219519301426203,0.882215048483227,0.999955892769757,52033.683670033,52840.503784176,54958.443992602,55833.763687129,42997.642814635,82307.825225862,53428.983741764,58840.024459844,50165.943679804,61185.6942768185,51657.5885696355
"Cer(d14:1(4E)/22:0(2OH))","CER",0.0706639569064193,6.40940807431108,0.0489664045635436,0.824871666400385,0.999955892769757,72015.965270998,69290.364021271,76988.365417498,91327.947006248,66807.2241897548,87966.206039408,90985.186691326,69037.3848037987,77556.205551187,81386.2457714299,76103.4751586929
"Cer(d14:1(4E)/22:1(13Z)(2OH))","CER",0.104957560445075,6.43975729715978,0.108013764533098,0.742416867385764,0.999955892769757,73253.404968266,73564.88499451,77654.385017429,98543.667358394,71316.445007344,86992.086212196,91715.746795619,70420.644790648,73236.26564022,80591.1858596707,80269.8455944193
"Cer(d14:1(4E)/24:0(2OH))","CER",-0.213822009582623,6.01475771589886,0.447957152285881,0.503306669959476,0.999955892769757,59663.22416688,51453.4634818959,53548.303604129,50776.883163437,39578.102775568,105430.208007867,64737.124099726,58503.544311526,49509.2436752164,69545.0300235839,48839.1882562575
"Cer(d14:1(4E)/26:0(2OH))","CER",-0.0681552543452517,6.11762045261092,0.0455503301499505,0.830995300654145,0.999955892769757,51693.183609006,81701.3260345591,60476.264480585,47866.763656605,45194.963119503,76235.884765609,74495.886047353,73779.325531014,64908.10502625,72354.8003425565,58809.829322813
"Cer(d14:2(4E,6E)/16:0)","CER",0.334282623449921,5.76292657664379,1.09338380389954,0.295722681643596,0.999955892769757,67038.784973132,54164.283676137,47884.863296506,45091.562957769,38141.042663572,52415.943572991,46136.403228762,47534.883285529,45302.383026117,47847.4032783498,46320.438148496
"Cer(d14:2(4E,6E)/18:0(2OH))","CER",0.179285271016195,5.37717284625313,0.314990293702294,0.574633964607003,0.999955892769757,47279.483154286,38249.6425247168,35766.4426193267,34268.94242096,32431.5422363293,39867.7829208459,37219.2025451675,39193.242736819,36336.562515263,38154.1976795239,35179.1424503332
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))","CER",0.153327703214188,5.40700854947165,0.230423856396165,0.631209723335111,0.999955892769757,46351.543548579,37699.102645876,38419.042297353,36547.94273377,34371.7624588017,40947.882720946,37136.462615969,41813.243103019,34956.682464598,38713.567726133,36759.4625339502
"Cer(d14:2(4E,6E)/18:1(9Z))","CER",0.230105277468441,5.3244002087042,0.518652909872799,0.471416878603645,0.999955892769757,44084.443161013,36031.822547908,38091.782547001,35185.6823120041,29274.1219215374,36228.602340695,35214.622756954,40433.343109135,34443.18240356,36579.937652586,34645.8523321126
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))","CER",0.0250214255085116,5.58774869150449,0.00613935932881304,0.937546412839423,0.999955892769757,42581.522979724,42257.262878405,49640.023185731,40715.6426544326,37579.1027755809,51771.12387085,46412.783203116,47855.063659663,38703.0626449556,46185.5083446462,42548.0078735374
"Cer(d14:2(4E,6E)/20:1(11Z))","CER",0.22058407039243,5.47487898663523,0.476672440357106,0.489933443069574,0.999955892769757,47154.243499751,42020.803039542,40404.362762445,38888.662902839,30227.6423149097,42524.163208019,42430.323135367,40763.282951349,41030.882919313,41687.163053512,37885.3677549339
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))","CER",0.187078420619532,6.13148097242204,0.342986775321521,0.558110251357666,0.999955892769757,63975.284622191,63263.224868788,63883.0245361449,74679.085159266,55832.143867499,64991.165206957,66475.104644778,62445.284774767,62241.4845580989,64038.2597961502,64414.3696079245
"Cer(d14:2(4E,6E)/24:0(2OH))","CER",0.0863929569546333,5.75621643540828,0.0731822745576664,0.78675852054699,0.999955892769757,48130.943359377,48964.343399044,55773.5242080649,45809.123245229,44321.522933953,50410.723556517,48760.46350098,56114.703887927,48276.283409127,50890.5435886377,48717.1284465727
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))","CER",0.909420081810193,7.43406337734626,7.98069706759998,0.0047278733893005,0.393201470210158,60099.823577878,123695.567443852,154173.114433245,519219.017776411,122389.568306022,145953.749237015,113653.127105706,91792.146240322,101873.287399329,113318.077495593,229869.316989882
"Cer(d16:2(4E,6E)/24:0(2OH))","CER",0.187678150580083,5.60970355253739,0.34516531365648,0.556862771389738,0.999955892769757,45010.763107287,42483.18298339,54660.203475947,45360.783279417,36585.9626502889,47076.9031753633,47991.1031494128,43895.303100585,40187.602874753,44787.7280750285,44772.5330972607
"Cer(d18:0/14:0)","CER",0.304214049803039,6.44290157395164,0.905947594708891,0.341191932379191,0.999955892769757,99724.706848102,89967.8463744969,85748.785552965,68841.96496581,57685.1640472349,88507.985870341,77083.345520028,77350.445434564,68523.224761974,77866.2503967267,75560.9402351267
"Cer(d18:0/16:0(2OH))","CER",0.256633007813502,7.49089896142593,0.645102035638047,0.421869292155507,0.999955892769757,209621.35437012,158129.97131347,181645.753540008,145588.26977535,134879.369567861,161506.75134275,168590.01257324,163820.551208532,151373.770935061,161322.771514896,155060.841049172
"Cer(d18:0/16:0)","CER",0.295933150924741,7.38707392429969,0.857433518537192,0.35445790117563,0.999955892769757,197948.85375979,152369.61065672,166378.391601552,137735.269287103,127442.949218686,153508.051574734,145838.630554221,149093.911071854,140711.809936492,147288.100784325,145981.555191015
"Cer(d18:0/18:0(2OH))","CER",0.0969291749385659,7.22782613606955,0.092129228457452,0.761487535390632,0.999955892769757,122452.348876905,147033.330261221,168357.65203856,119380.408874498,119367.468749992,148557.671203645,135724.868591348,148437.150085391,132208.96936036,141232.164810186,138534.714981068
"Cer(d18:0/18:0)","CER",0.137882896742618,7.18418091518725,0.18639076455338,0.665937684588079,0.999955892769757,129422.088867185,124391.908813477,166805.432067874,120872.748596164,104878.107696499,128593.589294438,146052.710082926,145366.430541954,137085.430175765,139274.540023771,129237.049293503
"Cer(d18:0/20:0(2OH))","CER",0.0386161361251781,7.47271547358922,0.0146251209375806,0.903743021604734,0.999955892769757,145925.490234326,149569.15112302,200666.013732837,147008.170165992,150577.251800506,169611.35253906,176099.911987246,168211.271484335,163734.391113231,169414.231780968,161955.146705589
"Cer(d18:0/20:0)","CER",0.0790782866399171,7.23864672000866,0.0613239590511512,0.804415475178419,0.999955892769757,127569.308410649,121341.688598622,183910.672851551,120238.048645027,123563.508239738,134066.929199195,150523.231079001,147688.951049751,142629.769103944,143727.220107973,137263.479583735
"Cer(d18:0/22:0(2OH))","CER",0.121384487305085,7.87023338564263,0.144470638851544,0.703876430374634,0.999955892769757,182483.79309081,205815.892944285,246893.776916401,238250.117614788,185234.235839913,205649.69421381,255527.639648394,206295.213439943,213028.953430089,220125.375183059,219048.505828847
"Cer(d18:0/22:0)","CER",0.0572710733004493,7.15387112426798,0.0321669942268272,0.857661637502402,0.999955892769757,124739.067809992,113609.547790512,171625.171752898,110322.308532703,99223.526367162,144678.549682519,146182.530822827,142224.070312542,127175.668823253,140065.204910285,123695.138610819
"Cer(d18:0/24:0)","CER",0.0963083663886867,7.95431014950365,0.0909556980395791,0.762965681276876,0.999955892769757,191199.2338868,217300.714782693,257036.259094104,257029.87512205,200424.416442909,226573.4175414,264776.0788573,224177.89593502,216994.25524891,233130.411895657,232947.816360439
"Cer(d18:0/26:0)","CER",0.20509580284751,7.89961014723263,0.41222088919676,0.520844416739777,0.999955892769757,222826.13562008,296526.80151372,229028.11950695,172591.01208494,148438.249450662,265739.91931146,226162.15759279,212903.53570545,195793.09423832,225149.676712005,211646.045639068
"Cer(d18:0/h24:0)","CER",0.114559919663332,7.23766061912458,0.128683092601023,0.719801380047923,0.999955892769757,134611.369201604,128448.548950158,173580.952331532,123987.748535136,113951.968078555,137586.549011265,147057.37078857,153305.410766652,136175.209533651,143531.135025034,134992.304473845
"Cer(d18:0/h26:0)","CER",0.284656958681823,7.9979904112881,0.793457284035867,0.373056761835379,0.999955892769757,267373.55834962,326853.0252685,231278.39721689,187204.85266106,145762.290832501,292693.35998525,233358.83740235,220870.375610325,195996.69433596,235729.816833471,222774.641494738
"Cer(d18:1/12:0)","CER",0.234206820627937,5.72164461389371,0.537322116879864,0.463544651768784,0.999955892769757,53652.043792721,53552.7037620582,50302.183578495,45474.703369143,36832.04255676,49844.743530268,49291.183639529,49429.643615735,45867.583328255,48608.2885284467,46540.408316614
"Cer(d18:1/16:0)","CER",0.174301942132813,7.58269184355737,0.297794782821484,0.585268207934778,0.999955892769757,182370.6130371,187928.71325684,175530.87207033,172603.0516357,154774.031066937,177554.37231447,178308.992919908,171302.611633272,178438.07263181,176401.012374865,172709.167007452
